GHS-NRO;GHM-NRO;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;CMD-COD;DCS-MCO;GHS-LIB;DATE-EFFET
2904;08C524;10;95;18843,12;0;997,51;446,05;;;Autres interventions majeures sur le rachis, niveau 4;01/03/2017
2905;08C531;0;10;3530,87;0;0;103,65;;;Interventions sur le genou pour traumatismes, niveau 1;01/03/2017
2906;08C532;0;16;4735,77;0;0;84,85;;;Interventions sur le genou pour traumatismes, niveau 2;01/03/2017
2907;08C533;8;47;7366,07;0;438,38;129,45;;;Interventions sur le genou pour traumatismes, niveau 3;01/03/2017
2908;08C534;8;78;11379,1;0;891,78;323,91;;;Interventions sur le genou pour traumatismes, niveau 4;01/03/2017
2909;08C541;0;8;2614,84;0;0;161,17;;;Interventions sur le genou pour des affections autres que traumatiques, niveau 1;01/03/2017
2910;08C542;4;23;5032,41;0;1611,71;174,86;;;Interventions sur le genou pour des affections autres que traumatiques, niveau 2;01/03/2017
2911;08C543;0;48;9403,93;0;0;591,65;;;Interventions sur le genou pour des affections autres que traumatiques, niveau 3;01/03/2017
2912;08C544;0;0;13251,79;0;0;0;;;Interventions sur le genou pour des affections autres que traumatiques, niveau 4;01/03/2017
2913;08C54J;0;0;2614,84;0;0;0;;;Interventions sur le genou pour des affections autres que traumatiques, en ambulatoire;01/03/2017
2914;08C551;0;11;3481,78;0;0;140,46;;;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 1;01/03/2017
2915;08C552;0;27;5729,19;0;0;206,99;;;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 2;01/03/2017
2916;08C553;8;43;9040,99;0;551,97;449,85;;;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 3;01/03/2017
2917;08C554;0;0;15211,37;0;0;0;;;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 4;01/03/2017
2926;08C12J;0;0;1588,12;0;0;0;;;Biopsies ostéoarticulaires, en ambulatoire;01/03/2017
2927;08C28J;0;0;2562;0;0;0;;;Interventions maxillofaciales, en ambulatoire;01/03/2017
2928;08C571;0;6;2195,06;0;0;538,77;;;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 1;01/03/2017
2929;08C572;0;0;5241,67;0;0;0;;;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 2;01/03/2017
2930;08C573;0;0;7574,93;0;0;0;;;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 3;01/03/2017
2931;08C574;0;0;13667,82;0;0;0;;;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 4;01/03/2017
2932;08C57J;0;0;2195,06;0;0;0;;;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, en ambulatoire;01/03/2017
2933;08C581;0;3;2302,73;0;0;133,29;;;Arthroscopies de l'épaule, niveau 1;01/03/2017
2934;08C582;0;6;3173,36;0;0;86,21;;;Arthroscopies de l'épaule, niveau 2;01/03/2017
2935;08C583;0;16;4035,44;0;0;390,76;;;Arthroscopies de l'épaule, niveau 3;01/03/2017
2936;08C584;0;0;6274,18;0;0;0;;;Arthroscopies de l'épaule, niveau 4;01/03/2017
2937;08C58J;0;0;2302,73;0;0;0;;;Arthroscopies de l'épaule, en ambulatoire;01/03/2017
2938;08C591;0;4;1325,54;0;0;495,22;;;Ténosynovectomies du poignet, niveau 1;01/03/2017
2939;08C592;0;0;3936,11;0;0;0;;;Ténosynovectomies du poignet, niveau 2;01/03/2017
2940;08C593;0;0;6361,78;0;0;0;;;Ténosynovectomies du poignet, niveau 3;01/03/2017
2941;08C594;0;0;7936,23;0;0;0;;;Ténosynovectomies du poignet, niveau 4;01/03/2017
2942;08C59J;0;0;1325,54;0;0;0;;;Ténosynovectomies du poignet, en ambulatoire;01/03/2017
2943;08C601;0;4;1824,75;0;0;174,71;;;Interventions sur le poignet autres que les ténosynovectomies, niveau 1;01/03/2017
2944;08C602;0;11;3631,3;0;0;140,38;;;Interventions sur le poignet autres que les ténosynovectomies, niveau 2;01/03/2017
2945;08C603;5;28;6017,74;0;1590,96;422,87;;;Interventions sur le poignet autres que les ténosynovectomies, niveau 3;01/03/2017
2946;08C604;0;0;8208,07;0;0;0;;;Interventions sur le poignet autres que les ténosynovectomies, niveau 4;01/03/2017
2947;08C60J;0;0;1824,75;0;0;0;;;Interventions sur le poignet autres que les ténosynovectomies, en ambulatoire;01/03/2017
2948;08C611;0;19;6128,55;0;0;152,91;;;Interventions majeures pour infections ostéoarticulaires, niveau 1;01/03/2017
2949;08C612;7;37;8880,92;0;458,73;152,95;;;Interventions majeures pour infections ostéoarticulaires, niveau 2;01/03/2017
2950;08C613;9;55;11666,41;0;371,4;151,91;;;Interventions majeures pour infections ostéoarticulaires, niveau 3;01/03/2017
2951;08C614;14;86;16375,63;0;348,83;390,02;;;Interventions majeures pour infections ostéoarticulaires, niveau 4;01/03/2017
2952;08C621;0;7;2124,03;0;0;154,06;;;Autres interventions pour infections ostéoarticulaires, niveau 1;01/03/2017
2953;08C622;0;18;3818,71;0;0;174,44;;;Autres interventions pour infections ostéoarticulaires, niveau 2;01/03/2017
2954;08C623;0;31;7065,67;0;0;145,64;;;Autres interventions pour infections ostéoarticulaires, niveau 3;01/03/2017
2955;08C624;11;65;12017,46;0;550,2;369,6;;;Autres interventions pour infections ostéoarticulaires, niveau 4;01/03/2017
2956;08C62J;0;0;2124,03;0;0;0;;;Autres interventions pour infections ostéoarticulaires, en ambulatoire;01/03/2017
2957;08C611;0;19;6863,98;0;0;171,26;;;Interventions majeures pour infections ostéoarticulaires, niveau 1;01/03/2017
2958;08C612;7;37;9946,63;0;513,78;171,31;;;Interventions majeures pour infections ostéoarticulaires, niveau 2;01/03/2017
2959;08C613;9;55;13066,38;0;415,97;170,14;;;Interventions majeures pour infections ostéoarticulaires, niveau 3;01/03/2017
2960;08C614;14;86;18340,7;0;390,69;436,82;;;Interventions majeures pour infections ostéoarticulaires, niveau 4;01/03/2017
2961;08C621;0;7;2378,91;0;0;172,55;;;Autres interventions pour infections ostéoarticulaires, niveau 1;01/03/2017
2962;08C622;0;18;4276,96;0;0;195,37;;;Autres interventions pour infections ostéoarticulaires, niveau 2;01/03/2017
2963;08C623;0;31;7913,55;0;0;163,12;;;Autres interventions pour infections ostéoarticulaires, niveau 3;01/03/2017
2964;08C624;11;65;13459,55;0;616,22;413,95;;;Autres interventions pour infections ostéoarticulaires, niveau 4;01/03/2017
2965;08C62J;0;0;2378,91;0;0;0;;;Autres interventions pour infections ostéoarticulaires, en ambulatoire;01/03/2017
2966;08C34J;0;0;2992,55;0;0;0;;;Interventions sur les ligaments croisés sous arthroscopie, en ambulatoire;01/03/2017
3028;08K02J;0;0;794,29;0;0;0;;;Affections de l'appareil musculosquelettique sans acte opératoire de la CMD 08, avec anesthésie, en ambulatoire;01/03/2017
3029;08K031;0;8;1965,12;0;0;149,32;;;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 1;01/03/2017
3030;08K032;0;24;4354,19;0;0;321,02;;;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 2;01/03/2017
3031;08K033;0;0;8939,4;0;0;0;;;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 3;01/03/2017
3032;08K034;0;0;11948,33;0;0;0;;;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 4;01/03/2017
3033;08K041;0;21;3559,62;0;0;261,21;;;Tractions continues et réductions progressives : hanche et fémur, niveau 1;01/03/2017
3034;08K042;0;31;6983,75;0;0;218,47;;;Tractions continues et réductions progressives : hanche et fémur, niveau 2;01/03/2017
3035;08K043;6;50;11134,7;0;1383,65;426,52;;;Tractions continues et réductions progressives : hanche et fémur, niveau 3;01/03/2017
3036;08K044;0;0;18139,37;0;0;0;;;Tractions continues et réductions progressives : hanche et fémur, niveau 4;01/03/2017
3037;08M041;0;12;2466,23;0;0;141,93;;;Fractures de la hanche et du bassin, niveau 1;01/03/2017
3038;08M042;0;19;3882,22;0;0;127,85;;;Fractures de la hanche et du bassin, niveau 2;01/03/2017
3039;08M043;0;25;4708,57;0;0;125,38;;;Fractures de la hanche et du bassin, niveau 3;01/03/2017
3040;08M044;0;49;7717,79;0;0;306,2;;;Fractures de la hanche et du bassin, niveau 4;01/03/2017
3041;08M04T;0;0;590,83;0;0;0;;;Transferts et autres séjours courts pour fractures de la hanche et du bassin;01/03/2017
3042;08M051;0;10;2980,09;0;0;109,19;;;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 1;01/03/2017
3043;08M052;0;15;4223,6;0;0;72,48;;;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 2;01/03/2017
3044;08M053;0;34;5600,76;0;0;361,33;;;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 3;01/03/2017
3045;08M054;8;45;10407,98;0;1068,27;426,07;;;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 4;01/03/2017
3046;08M061;0;4;1562,62;0;0;246,88;;;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 1;01/03/2017
3047;08M062;0;11;3290,77;0;0;441,56;;;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 2;01/03/2017
3048;08M063;0;0;4754,15;0;0;0;;;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 3;01/03/2017
3049;08M064;0;0;7846,4;0;0;0;;;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 4;01/03/2017
3050;08M071;0;7;1405,47;0;0;149,16;;;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 1;01/03/2017
3051;08M072;0;13;2746,63;0;0;133,78;;;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 2;01/03/2017
3052;08M073;0;21;3987,1;0;0;125,67;;;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 3;01/03/2017
3053;08M074;0;42;6626,21;0;0;260,75;;;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 4;01/03/2017
3054;08M081;0;8;1951,16;0;0;248,11;;;Entorses et luxations de la hanche et du bassin, niveau 1;01/03/2017
3055;08M082;0;16;3936,01;0;0;381,7;;;Entorses et luxations de la hanche et du bassin, niveau 2;01/03/2017
3056;08M083;0;0;5937,37;0;0;0;;;Entorses et luxations de la hanche et du bassin, niveau 3;01/03/2017
3057;08M084;0;0;9799,21;0;0;0;;;Entorses et luxations de la hanche et du bassin, niveau 4;01/03/2017
3058;08M091;0;7;1733,48;0;0;110,34;;;Arthropathies non spécifiques, niveau 1;01/03/2017
3059;08M092;0;13;3189,28;0;0;93,08;;;Arthropathies non spécifiques, niveau 2;01/03/2017
3060;08M093;0;21;4602,38;0;0;75,49;;;Arthropathies non spécifiques, niveau 3;01/03/2017
3061;08M094;7;59;7471,14;0;956,25;334,53;;;Arthropathies non spécifiques, niveau 4;01/03/2017
3062;08M09T;0;0;790,87;0;0;0;;;Arthropathies non spécifiques, très courte durée;01/03/2017
3063;08M101;0;6;1471,75;0;0;138,54;;;Maladies osseuses et arthropathies spécifiques, niveau 1;01/03/2017
3064;08M102;0;14;3347,36;0;0;117,23;;;Maladies osseuses et arthropathies spécifiques, niveau 2;01/03/2017
3065;08M103;0;21;4893,32;0;0;92,22;;;Maladies osseuses et arthropathies spécifiques, niveau 3;01/03/2017
3066;08M104;6;50;7567,58;0;1782,84;316,3;;;Maladies osseuses et arthropathies spécifiques, niveau 4;01/03/2017
3067;08M10T;0;0;659,77;0;0;0;;;Maladies osseuses et arthropathies spécifiques, très courte durée;01/03/2017
3068;08M141;0;7;1548,19;0;0;173,11;;;Affections du tissu conjonctif, niveau 1;01/03/2017
3069;08M142;0;15;3682,38;0;0;153,89;;;Affections du tissu conjonctif, niveau 2;01/03/2017
3070;08M143;0;27;5761,02;0;0;145,31;;;Affections du tissu conjonctif, niveau 3;01/03/2017
3071;08M144;9;54;9684,25;0;653,87;297,44;;;Affections du tissu conjonctif, niveau 4;01/03/2017
3072;08M14T;0;0;564,84;0;0;0;;;Affections du tissu conjonctif, très courte durée;01/03/2017
3073;08M151;0;5;1137,27;0;0;141,03;;;Tendinites, myosites et bursites, niveau 1;01/03/2017
3074;08M152;0;15;2734,25;0;0;135,2;;;Tendinites, myosites et bursites, niveau 2;01/03/2017
3075;08M153;0;23;4238,7;0;0;117,58;;;Tendinites, myosites et bursites, niveau 3;01/03/2017
3076;08M154;0;47;7060,52;0;0;310,77;;;Tendinites, myosites et bursites, niveau 4;01/03/2017
3077;08M181;0;7;1552,55;0;0;122,2;;;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1;01/03/2017
3078;08M182;0;15;3119,73;0;0;85,36;;;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2;01/03/2017
3079;08M183;0;31;4485,45;0;0;234,81;;;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3;01/03/2017
3080;08M184;7;43;7303,19;0;939,25;286,93;;;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4;01/03/2017
3081;08M191;0;6;1608,78;0;0;187,74;;;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 1;01/03/2017
3082;08M192;0;18;4081,89;0;0;156,27;;;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;01/03/2017
3083;08M193;0;25;5175,8;0;0;243,35;;;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 3;01/03/2017
3084;08M194;0;38;8339,4;0;0;338,03;;;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 4;01/03/2017
3085;08M201;0;3;1008,17;0;0;106,03;;;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 1;01/03/2017
3086;08M202;0;14;2174,47;0;0;240,96;;;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 2;01/03/2017
3087;08M203;0;0;3070,94;0;0;0;;;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 3;01/03/2017
3088;08M204;0;0;5068,38;0;0;0;;;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 4;01/03/2017
3089;08M211;0;3;808,15;0;0;106,04;;;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1;01/03/2017
3090;08M212;0;12;2410,07;0;0;65,56;;;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2;01/03/2017
3091;08M213;0;28;3459,06;0;0;277,94;;;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3;01/03/2017
3092;08M214;0;0;5715,97;0;0;0;;;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4;01/03/2017
3093;08M221;0;3;782,75;0;0;141,42;;;Fractures, entorses, luxations et dislocations de la main, niveau 1;01/03/2017
3094;08M222;0;9;2348,68;0;0;81,63;;;Fractures, entorses, luxations et dislocations de la main, niveau 2;01/03/2017
3095;08M223;0;21;3328,24;0;0;236,97;;;Fractures, entorses, luxations et dislocations de la main, niveau 3;01/03/2017
3096;08M224;0;0;5733,67;0;0;0;;;Fractures, entorses, luxations et dislocations de la main, niveau 4;01/03/2017
3097;08M231;0;3;930,18;0;0;178,06;;;Fractures, entorses, luxations et dislocations du pied, niveau 1;01/03/2017
3098;08M232;0;11;2786,08;0;0;130,13;;;Fractures, entorses, luxations et dislocations du pied, niveau 2;01/03/2017
3099;08M233;0;20;3957,25;0;0;284,33;;;Fractures, entorses, luxations et dislocations du pied, niveau 3;01/03/2017
3100;08M234;0;0;5491,93;0;0;0;;;Fractures, entorses, luxations et dislocations du pied, niveau 4;01/03/2017
3101;08M241;0;7;2233,42;0;0;177,64;;;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 1;01/03/2017
3102;08M242;0;16;4393,35;0;0;121,52;;;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 2;01/03/2017
3103;08M243;0;26;5608,57;0;0;204,92;;;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 3;01/03/2017
3104;08M244;0;45;9502,13;0;0;324,36;;;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 4;01/03/2017
3105;08M24T;0;0;666,19;0;0;0;;;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, très courte durée;01/03/2017
3106;08M251;0;9;2811,22;0;0;89,45;;;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 1;01/03/2017
3107;08M252;4;29;4600,2;0;1192,65;154,24;;;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;01/03/2017
3108;08M253;5;29;6274,85;0;1116,43;98,42;;;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 3;01/03/2017
3109;08M254;10;59;9227,43;0;393,68;297,09;;;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 4;01/03/2017
3110;08M25T;0;0;629,6;0;0;0;;;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, très courte durée;01/03/2017
3111;08M261;0;6;1375,5;0;0;131;;;Fractures du rachis, niveau 1;01/03/2017
3112;08M262;0;14;3146,5;0;0;114,93;;;Fractures du rachis, niveau 2;01/03/2017
3113;08M263;0;23;4845,93;0;0;96,46;;;Fractures du rachis, niveau 3;01/03/2017
3114;08M264;10;59;8318,46;0;463;291,99;;;Fractures du rachis, niveau 4;01/03/2017
3115;08M271;0;10;1987,95;0;0;182,75;;;Sciatiques et autres radiculopathies, niveau 1;01/03/2017
3116;08M272;0;14;2877,87;0;0;160,05;;;Sciatiques et autres radiculopathies, niveau 2;01/03/2017
3117;08M273;0;21;3998,19;0;0;281,24;;;Sciatiques et autres radiculopathies, niveau 3;01/03/2017
3118;08M274;0;0;7018,53;0;0;0;;;Sciatiques et autres radiculopathies, niveau 4;01/03/2017
3119;08M27T;0;0;493,14;0;0;0;;;Sciatiques et autres radiculopathies, très courte durée;01/03/2017
3120;08M281;0;9;1894,72;0;0;114,24;;;Autres rachialgies, niveau 1;01/03/2017
3121;08M282;0;13;2923,14;0;0;99,21;;;Autres rachialgies, niveau 2;01/03/2017
3122;08M283;0;21;4022,36;0;0;89,02;;;Autres rachialgies, niveau 3;01/03/2017
3123;08M284;9;51;6693,01;0;445,11;238,62;;;Autres rachialgies, niveau 4;01/03/2017
3124;08M28T;0;0;533,47;0;0;0;;;Autres rachialgies, très courte durée;01/03/2017
3125;08M291;0;7;1624,26;0;0;117,51;;;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 1;01/03/2017
3126;08M292;0;12;2739,79;0;0;103,61;;;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 2;01/03/2017
3127;08M293;0;20;4040,25;0;0;87,89;;;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 3;01/03/2017
3128;08M294;6;50;6677,03;0;1757,85;270,08;;;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 4;01/03/2017
3129;08M301;0;7;1877,66;0;0;168,49;;;Rhumatismes et raideurs articulaires, niveau 1;01/03/2017
3130;08M302;0;12;2720,09;0;0;176,17;;;Rhumatismes et raideurs articulaires, niveau 2;01/03/2017
3131;08M303;0;21;4305,63;0;0;295,76;;;Rhumatismes et raideurs articulaires, niveau 3;01/03/2017
3132;08M304;0;0;6876,68;0;0;0;;;Rhumatismes et raideurs articulaires, niveau 4;01/03/2017
3133;08M30T;0;0;627,33;0;0;0;;;Rhumatismes et raideurs articulaires, très courte durée;01/03/2017
3134;08M311;0;11;3288,14;0;0;95,45;;;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 1;01/03/2017
3135;08M312;0;21;4947,86;0;0;71,13;;;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 2;01/03/2017
3136;08M313;6;50;7010,74;0;687,63;306,86;;;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 3;01/03/2017
3137;08M314;10;61;10386,15;0;450,05;343,64;;;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 4;01/03/2017
3138;08M31T;0;0;518,81;0;0;0;;;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, très courte durée;01/03/2017
3139;08M321;0;8;2835,55;0;0;94,06;;;Ostéomyélites chroniques, niveau 1;01/03/2017
3140;08M322;0;15;4090,18;0;0;82,13;;;Ostéomyélites chroniques, niveau 2;01/03/2017
3141;08M323;0;34;5839,98;0;0;76,03;;;Ostéomyélites chroniques, niveau 3;01/03/2017
3142;08M324;11;65;8196,92;0;261,88;320,93;;;Ostéomyélites chroniques, niveau 4;01/03/2017
3143;08M32T;0;0;424,78;0;0;0;;;Ostéomyélites chroniques, très courte durée;01/03/2017
3144;08M331;0;3;880,89;0;0;380,52;;;Ablation de matériel sans acte classant, niveau 1;01/03/2017
3145;08M332;0;0;1983,56;0;0;0;;;Ablation de matériel sans acte classant, niveau 2;01/03/2017
3146;08M333;0;0;2824,97;0;0;0;;;Ablation de matériel sans acte classant, niveau 3;01/03/2017
3147;08M334;0;0;4844,56;0;0;0;;;Ablation de matériel sans acte classant, niveau 4;01/03/2017
3148;08M341;0;7;1345,06;0;0;116,22;;;Algoneurodystrophie, niveau 1;01/03/2017
3149;08M342;0;13;2863,08;0;0;77,13;;;Algoneurodystrophie, niveau 2;01/03/2017
3150;08M343;5;34;4482,87;0;1079,86;324,27;;;Algoneurodystrophie, niveau 3;01/03/2017
3151;08M344;0;0;7501,35;0;0;0;;;Algoneurodystrophie, niveau 4;01/03/2017
3152;08M35Z;0;0;638,07;0;0;0;;;Explorations et surveillance de l'appareil musculosquelettique et du tissu conjonctif;01/03/2017
3153;08M36T;0;0;544,04;0;0;0;;;Symptômes et autres recours aux soins de la CMD 08, très courte durée;01/03/2017
3154;08M36Z;0;10;1584,17;0;0;270,28;;;Symptômes et autres recours aux soins de la CMD 08;01/03/2017
3155;08M371;0;7;1394;0;0;130,54;;;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1;01/03/2017
3156;08M372;0;15;2438,32;0;0;141,76;;;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2;01/03/2017
3157;08M373;0;22;3781,35;0;0;125,05;;;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3;01/03/2017
3158;08M374;0;43;6407,46;0;0;283,51;;;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4;01/03/2017
3159;08M381;0;6;1279,64;0;0;155,4;;;Entorses et luxations du rachis, niveau 1;01/03/2017
3160;08M382;0;12;2790,42;0;0;107,2;;;Entorses et luxations du rachis, niveau 2;01/03/2017
3161;08M383;0;24;4076,86;0;0;261,24;;;Entorses et luxations du rachis, niveau 3;01/03/2017
3162;08M384;0;0;6589,74;0;0;0;;;Entorses et luxations du rachis, niveau 4;01/03/2017
3163;08M05T;0;0;857,81;0;0;0;;;Transferts et autres séjours pour fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur;01/03/2017
3164;08M06T;0;0;709,07;0;0;0;;;Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans;01/03/2017
3165;08M07T;0;0;576,52;0;0;0;;;Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans;01/03/2017
3166;08M08T;0;0;848,65;0;0;0;;;Transferts et autres séjours courts pour entorses et luxations de la hanche et du bassin;01/03/2017
3167;08M15T;0;0;486,83;0;0;0;;;Tendinites, myosites et bursites, très courte durée;01/03/2017
3168;08M18T;0;0;769,27;0;0;0;;;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, très courte durée;01/03/2017
3169;08M19T;0;0;590,91;0;0;0;;;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, très courte durée;01/03/2017
3170;08M29T;0;0;618,62;0;0;0;;;Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée;01/03/2017
3171;08M33T;0;0;637,61;0;0;0;;;Ablation de matériel sans acte classant, très courte durée;01/03/2017
3172;08M34T;0;0;423,41;0;0;0;;;Algoneurodystrophie, très courte durée;01/03/2017
3173;08M37T;0;0;625,96;0;0;0;;;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, très courte durée;01/03/2017
3174;08M38T;0;0;678,04;0;0;0;;;Entorses et luxations du rachis, très courte durée;01/03/2017
3314;09C021;0;10;2404,09;0;0;151,14;;;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, niveau 1;01/03/2017
3315;09C022;6;35;6182,49;0;839,64;190,53;;;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, niveau 2;01/03/2017
3316;09C023;9;51;9230,95;0;406,46;469,19;;;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, niveau 3;01/03/2017
3317;09C024;0;62;16147,67;0;0;494,05;;;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, niveau 4;01/03/2017
3318;09C02J;0;0;2404,09;0;0;0;;;Greffes de peau et/ou parages de plaie pour ulcère cutané ou cellulite, en ambulatoire;01/03/2017
3319;09C031;0;5;1511,69;0;0;161,71;;;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites, niveau 1;01/03/2017
3320;09C032;0;17;5266,35;0;0;134,64;;;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites, niveau 2;01/03/2017
3321;09C033;6;47;10352,3;0;1695,32;106,34;;;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites, niveau 3;01/03/2017
3322;09C034;14;84;14287,04;0;291,46;413,75;;;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites, niveau 4;01/03/2017
3323;09C03J;0;0;1511,69;0;0;0;;;Greffes de peau et/ou parages de plaie à l'exception des ulcères cutanés et cellulites, en ambulatoire;01/03/2017
3324;09C041;0;7;3810,12;0;0;240,47;;;Mastectomies totales pour tumeur maligne, niveau 1;01/03/2017
3325;09C042;0;10;4531,53;0;0;295,37;;;Mastectomies totales pour tumeur maligne, niveau 2;01/03/2017
3326;09C043;0;20;7485,21;0;0;589,83;;;Mastectomies totales pour tumeur maligne, niveau 3;01/03/2017
3327;09C044;0;0;10551,61;0;0;0;;;Mastectomies totales pour tumeur maligne, niveau 4;01/03/2017
3328;09C051;0;4;2056,13;0;0;321,67;;;Mastectomies subtotales pour tumeur maligne, niveau 1;01/03/2017
3329;09C052;0;8;3704,89;0;0;269,94;;;Mastectomies subtotales pour tumeur maligne, niveau 2;01/03/2017
3330;09C053;0;15;5594,47;0;0;556,3;;;Mastectomies subtotales pour tumeur maligne, niveau 3;01/03/2017
3331;09C054;0;0;8111,09;0;0;0;;;Mastectomies subtotales pour tumeur maligne, niveau 4;01/03/2017
3332;09C05J;0;0;2056,13;0;0;0;;;Mastectomies subtotales pour tumeur maligne, en ambulatoire;01/03/2017
3334;09C062;0;7;3061,58;0;0;357,47;;;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 2;01/03/2017
3335;09C063;0;14;5563,87;0;0;543,53;;;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 3;01/03/2017
