GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DAT-EFFET
2835;8;C;08C37J;Interventions sur le pied, âge supérieur à 17 ans, en ambulatoire;0;0;1501,28;0;0;0;01/03/2011
2836;8;C;08C381;Autres arthroscopies du genou, niveau 1;0;5;1585,93;0;0;89,22;01/03/2011
2837;8;C;08C382;Autres arthroscopies du genou, niveau 2;0;20;3374,02;0;0;76,09;01/03/2011
2838;8;C;08C383;Autres arthroscopies du genou, niveau 3;0;43;5124,09;0;0;221,26;01/03/2011
2839;8;C;08C384;Autres arthroscopies du genou, niveau 4;0;0;7212,3;0;0;0;01/03/2011
2840;8;C;08C38J;Autres arthroscopies du genou, en ambulatoire;0;0;1585,93;0;0;0;01/03/2011
2841;8;C;08C391;Interventions sur l'avant-bras, niveau 1;0;5;1832,85;0;0;116,42;01/03/2011
2842;8;C;08C392;Interventions sur l'avant-bras, niveau 2;0;17;3308,72;0;0;108,46;01/03/2011
2843;8;C;08C393;Interventions sur l'avant-bras, niveau 3;0;30;5769,13;0;0;94,04;01/03/2011
2844;8;C;08C394;Interventions sur l'avant-bras, niveau 4;6;55;8120,14;2351,01;0;272,25;01/03/2011
2845;8;C;08C39J;Interventions sur l'avant-bras, en ambulatoire;0;0;1547,17;0;0;0;01/03/2011
2846;8;C;08C401;Arthroscopies d'autres localisations, niveau 1;0;6;2375,44;0;0;149,9;01/03/2011
2847;8;C;08C402;Arthroscopies d'autres localisations, niveau 2;0;12;3274,85;0;0;506,01;01/03/2011
2848;8;C;08C403;Arthroscopies d'autres localisations, niveau 3;0;0;4609,45;0;0;0;01/03/2011
2849;8;C;08C404;Arthroscopies d'autres localisations, niveau 4;0;0;6487,95;0;0;0;01/03/2011
2850;8;C;08C40J;Arthroscopies d'autres localisations, en ambulatoire;0;0;1929,5;0;0;0;01/03/2011
2851;8;C;08C411;Interventions sur le poignet, niveau 1;0;5;2039,91;0;0;153,42;01/03/2011
2852;8;C;08C412;Interventions sur le poignet, niveau 2;0;13;3609,23;0;0;155,24;01/03/2011
2853;8;C;08C413;Interventions sur le poignet, niveau 3;0;31;6403,56;0;0;384,61;01/03/2011
2854;8;C;08C414;Interventions sur le poignet, niveau 4;0;0;9013,2;0;0;0;01/03/2011
2855;8;C;08C41J;Interventions sur le poignet, en ambulatoire;0;0;1634,11;0;0;0;01/03/2011
2856;8;C;08C421;Interventions non mineures sur les tissus mous, niveau 1;2;7;2055,84;0;390,72;114,56;01/03/2011
2857;8;C;08C422;Interventions non mineures sur les tissus mous, niveau 2;0;16;3901,7;0;0;101,19;01/03/2011
2858;8;C;08C423;Interventions non mineures sur les tissus mous, niveau 3;0;36;5925,48;0;0;185,75;01/03/2011
2859;8;C;08C424;Interventions non mineures sur les tissus mous, niveau 4;0;49;8340,28;0;0;316,63;01/03/2011
2860;8;C;08C42J;Interventions non mineures sur les tissus mous, en ambulatoire;0;0;1274,4;0;0;0;01/03/2011
2861;8;C;08C431;Interventions non mineures sur la main, niveau 1;0;5;1840,67;0;0;97,86;01/03/2011
2862;8;C;08C432;Interventions non mineures sur la main, niveau 2;0;14;3455,54;0;0;93,36;01/03/2011
2863;8;C;08C433;Interventions non mineures sur la main, niveau 3;0;25;5086,21;0;0;75,6;01/03/2011
2864;8;C;08C434;Interventions non mineures sur la main, niveau 4;6;59;7656,68;2570,47;0;241,02;01/03/2011
2865;8;C;08C43J;Interventions non mineures sur la main, en ambulatoire;0;0;1672,72;0;0;0;01/03/2011
2866;8;C;08C441;Autres interventions sur la main, niveau 1;0;3;1361,67;0;0;159,48;01/03/2011
2867;8;C;08C442;Autres interventions sur la main, niveau 2;0;14;3521,95;0;0;130,49;01/03/2011
2868;8;C;08C443;Autres interventions sur la main, niveau 3;0;28;5348,76;0;0;357,19;01/03/2011
2869;8;C;08C444;Autres interventions sur la main, niveau 4;0;0;7528,54;0;0;0;01/03/2011
2870;8;C;08C44J;Autres interventions sur la main, en ambulatoire;0;0;1361,67;0;0;0;01/03/2011
2871;8;C;08C451;Ménisectomie sous arthroscopie, niveau 1;0;3;1047,65;0;0;185,76;01/03/2011
2872;8;C;08C452;Ménisectomie sous arthroscopie, niveau 2;0;12;2697,19;0;0;404,58;01/03/2011
2873;8;C;08C453;Ménisectomie sous arthroscopie, niveau 3;0;0;4096,19;0;0;0;01/03/2011
2874;8;C;08C454;Ménisectomie sous arthroscopie, niveau 4;0;0;5766,94;0;0;0;01/03/2011
2875;8;C;08C45J;Ménisectomie sous arthroscopie, en ambulatoire;0;0;1047,65;0;0;0;01/03/2011
2876;8;C;08C461;Autres interventions sur les tissus mous, niveau 1;0;5;1555,7;0;0;132,73;01/03/2011
2877;8;C;08C462;Autres interventions sur les tissus mous, niveau 2;0;25;4766,43;0;0;123,14;01/03/2011
2878;8;C;08C463;Autres interventions sur les tissus mous, niveau 3;5;48;7910,25;3143,82;0;114,23;01/03/2011
2879;8;C;08C464;Autres interventions sur les tissus mous, niveau 4;14;83;11908,44;3998,19;0;268,49;01/03/2011
2880;8;C;08C46J;Autres interventions sur les tissus mous, en ambulatoire;0;0;909,62;0;0;0;01/03/2011
2881;8;C;08C471;Prothèses de hanche pour traumatismes récents, niveau 1;5;30;5606,86;0;878,76;123,05;01/03/2011
2882;8;C;08C472;Prothèses de hanche pour traumatismes récents, niveau 2;6;35;6457,01;850,15;0;106,94;01/03/2011
2883;8;C;08C473;Prothèses de hanche pour traumatismes récents, niveau 3;8;48;8229,6;1772,59;0;66,93;01/03/2011
2884;8;C;08C474;Prothèses de hanche pour traumatismes récents, niveau 4;11;64;10123,32;1893,72;0;295,31;01/03/2011
2885;8;C;08C481;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 1;4;23;4919,18;0;916,78;139,21;01/03/2011
2886;8;C;08C482;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 2;5;27;5810,52;891,34;0;123,93;01/03/2011
2887;8;C;08C483;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 3;0;39;7309,8;0;0;186,16;01/03/2011
2888;8;C;08C484;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 4;6;55;10889,75;3579,95;0;367,14;01/03/2011
2889;8;C;08C491;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 1;4;22;5533,13;0;946,26;100,92;01/03/2011
2890;8;C;08C492;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 2;6;32;6542,36;1009,23;0;179,13;01/03/2011
2891;8;C;08C493;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 3;8;46;10387,33;3844,97;0;104,84;01/03/2011
2892;8;C;08C494;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 4;8;64;12274,49;1887,16;0;355,61;01/03/2011
2893;8;C;08C501;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 1;3;16;4480,22;0;957,83;149,21;01/03/2011
2894;8;C;08C502;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 2;6;34;7563,16;3082,94;0;145,29;01/03/2011
2895;8;C;08C503;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 3;10;61;11486,12;3922,96;0;234,13;01/03/2011
2896;8;C;08C504;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 4;10;81;16168,68;4682,56;0;371,27;01/03/2011
2897;8;C;08C511;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 1;5;25;8577,34;0;1180,49;284,14;01/03/2011
2898;8;C;08C512;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 2;6;34;11134,57;2557,23;0;294,47;01/03/2011
2899;8;C;08C513;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 3;9;51;16697,41;5562,84;0;272,18;01/03/2011
2900;8;C;08C514;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 4;13;76;23502,12;6804,71;0;577,65;01/03/2011
2901;8;C;08C521;Autres interventions majeures sur le rachis, niveau 1;4;19;7081,9;0;1171,18;159,89;01/03/2011
2902;8;C;08C522;Autres interventions majeures sur le rachis, niveau 2;5;30;8840,74;1758,84;0;191,39;01/03/2011
2903;8;C;08C523;Autres interventions majeures sur le rachis, niveau 3;9;55;15120,12;6279,38;0;154,03;01/03/2011
2904;8;C;08C524;Autres interventions majeures sur le rachis, niveau 4;10;95;21281,36;6161,24;0;416,34;01/03/2011
2905;8;C;08C531;Interventions sur le genou pour traumatismes, niveau 1;3;15;3787,6;0;706,14;119,53;01/03/2011
2906;8;C;08C532;Interventions sur le genou pour traumatismes, niveau 2;5;26;5226,58;1438,98;0;122,43;01/03/2011
2907;8;C;08C533;Interventions sur le genou pour traumatismes, niveau 3;8;47;7937,55;2710,97;0;117,92;01/03/2011
2908;8;C;08C534;Interventions sur le genou pour traumatismes, niveau 4;8;78;11592,98;3655,43;0;276,02;01/03/2011
2909;8;C;08C541;Interventions sur le genou pour des affections autres que traumatiques, niveau 1;3;12;3129,63;0;481,82;170;01/03/2011
2910;8;C;08C542;Interventions sur le genou pour des affections autres que traumatiques, niveau 2;5;28;6384,38;3254,75;0;165,58;01/03/2011
2911;8;C;08C543;Interventions sur le genou pour des affections autres que traumatiques, niveau 3;0;48;9695,9;0;0;375,65;01/03/2011
2912;8;C;08C544;Interventions sur le genou pour des affections autres que traumatiques, niveau 4;0;0;13647,27;0;0;0;01/03/2011
2913;8;C;08C54J;Interventions sur le genou pour des affections autres que traumatiques, en ambulatoire;0;0;1684,17;0;0;0;01/03/2011
2914;8;C;08C551;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 1;3;16;3772,03;0;831,76;273,2;01/03/2011
2915;8;C;08C552;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 2;0;27;7340,7;0;0;237,97;01/03/2011
2916;8;C;08C553;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 3;8;43;11148,25;3807,55;0;475,52;01/03/2011
2917;8;C;08C554;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 4;0;0;15691,5;0;0;0;01/03/2011
2918;8;C;08C561;Interventions pour infections ostéoarticulaires, niveau 1;4;17;4412,11;0;821,37;138,84;01/03/2011
2919;8;C;08C562;Interventions pour infections ostéoarticulaires, niveau 2;5;45;8299,55;3887,44;0;154,1;01/03/2011
2920;8;C;08C563;Interventions pour infections ostéoarticulaires, niveau 3;7;58;11051,2;2751,65;0;135,4;01/03/2011
2921;8;C;08C564;Interventions pour infections ostéoarticulaires, niveau 4;12;98;16467,02;5415,82;0;313,75;01/03/2011
2922;8;C;08C561;Interventions pour infections ostéoarticulaires, niveau 1;4;17;4953,04;0;922,07;155,86;01/03/2011
2923;8;C;08C562;Interventions pour infections ostéoarticulaires, niveau 2;5;45;9317,09;4364,05;0;173;01/03/2011
2924;8;C;08C563;Interventions pour infections ostéoarticulaires, niveau 3;7;58;12406,09;3089;0;152;01/03/2011
2925;8;C;08C564;Interventions pour infections ostéoarticulaires, niveau 4;12;98;18485,9;6079,81;0;352,22;01/03/2011
2926;8;C;08C12J;Biopsies ostéoarticulaires, en ambulatoire;0;0;1336,36;0;0;0;01/03/2011
3028;8;C;08K02J;Affections de l'appareil musculosquelettique sans acte opératoire de la CMD 08, avec anesthésie, en ambulatoire;0;0;766,38;0;0;0;01/03/2011
3029;8;C;08K031;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 1;2;8;2009,77;0;577,22;164,47;01/03/2011
3030;8;C;08K032;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 2;6;32;5957,05;3947,28;0;303,48;01/03/2011
3031;8;C;08K033;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 3;0;0;9252,54;0;0;0;01/03/2011
3032;8;C;08K034;Tractions continues et réductions progressives : autres que hanche et fémur, niveau 4;0;0;12366,88;0;0;0;01/03/2011
3033;8;C;08K041;Tractions continues et réductions progressives : hanche et fémur, niveau 1;2;23;3938,93;0;1492,76;255,01;01/03/2011
3034;8;C;08K042;Tractions continues et réductions progressives : hanche et fémur, niveau 2;4;41;8529,17;4590,24;0;341,11;01/03/2011
3035;8;C;08K043;Tractions continues et réductions progressives : hanche et fémur, niveau 3;6;50;11599,17;3070;0;429,78;01/03/2011
3036;8;C;08K044;Tractions continues et réductions progressives : hanche et fémur, niveau 4;0;0;18720,05;0;0;0;01/03/2011
3037;8;C;08M041;Fractures de la hanche et du bassin, niveau 1;0;17;2580,47;0;0;120,98;01/03/2011
3038;8;C;08M042;Fractures de la hanche et du bassin, niveau 2;0;28;4188,45;0;0;86,35;01/03/2011
3039;8;C;08M043;Fractures de la hanche et du bassin, niveau 3;0;36;4879,25;0;0;244,1;01/03/2011
3040;8;C;08M044;Fractures de la hanche et du bassin, niveau 4;0;49;8052,51;0;0;307,75;01/03/2011
3041;8;C;08M04T;Transferts et autres séjours courts pour fractures de la hanche et du bassin;0;0;609,52;0;0;0;01/03/2011
3042;8;C;08M051;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 1;0;14;3235,77;0;0;126;01/03/2011
3043;8;C;08M052;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 2;0;27;4873,81;0;0;295,35;01/03/2011
3044;8;C;08M053;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 3;0;34;6941,23;0;0;372,16;01/03/2011
3045;8;C;08M054;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 4;8;45;11456,02;4514,79;0;476,72;01/03/2011
3046;8;C;08M061;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 1;0;6;1642,69;0;0;202,35;01/03/2011
3047;8;C;08M062;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 2;0;15;3463,89;0;0;414,16;01/03/2011
3048;8;C;08M063;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 3;0;0;4921,39;0;0;0;01/03/2011
3049;8;C;08M064;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 4;0;0;8122,4;0;0;0;01/03/2011
3050;8;C;08M071;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 1;0;8;1469,36;0;0;117,58;01/03/2011
3051;8;C;08M072;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 2;0;20;2880,34;0;0;124,72;01/03/2011
3052;8;C;08M073;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 3;0;30;4127,59;0;0;223,71;01/03/2011
3053;8;C;08M074;Fractures, entorses, luxations et dislocations de la jambe, âge supérieur à 17 ans, niveau 4;0;42;6812,11;0;0;302,82;01/03/2011
3054;8;C;08M081;Entorses et luxations de la hanche et du bassin, niveau 1;0;9;2040,56;0;0;141,4;01/03/2011
3055;8;C;08M082;Entorses et luxations de la hanche et du bassin, niveau 2;0;25;4302,87;0;0;315,34;01/03/2011
3056;8;C;08M083;Entorses et luxations de la hanche et du bassin, niveau 3;0;0;6113,39;0;0;0;01/03/2011
3057;8;C;08M084;Entorses et luxations de la hanche et du bassin, niveau 4;0;0;10089,73;0;0;0;01/03/2011
3058;8;M;08M091;Arthropathies non spécifiques, niveau 1;0;9;1794,27;0;0;113,96;01/03/2011
3059;8;M;08M092;Arthropathies non spécifiques, niveau 2;0;21;3340,59;0;0;101,19;01/03/2011
3060;8;M;08M093;Arthropathies non spécifiques, niveau 3;0;35;4757,28;0;0;128,93;01/03/2011
3061;8;M;08M094;Arthropathies non spécifiques, niveau 4;7;59;7851,55;3094,27;0;246,02;01/03/2011
3062;8;M;08M09T;Arthropathies non spécifiques, très courte durée;0;0;858,75;0;0;0;01/03/2011
3063;8;M;08M101;Maladies osseuses et arthropathies spécifiques, niveau 1;2;8;1672,73;0;496,94;117,2;01/03/2011
3064;8;M;08M102;Maladies osseuses et arthropathies spécifiques, niveau 2;0;24;3547,98;0;0;157,21;01/03/2011
3065;8;M;08M103;Maladies osseuses et arthropathies spécifiques, niveau 3;0;35;5277,29;0;0;228,83;01/03/2011
3066;8;M;08M104;Maladies osseuses et arthropathies spécifiques, niveau 4;6;50;8709,72;3432,43;0;324,46;01/03/2011
3067;8;M;08M10T;Maladies osseuses et arthropathies spécifiques, très courte durée;0;0;678,85;0;0;0;01/03/2011
3068;8;M;08M141;Affections du tissu conjonctif, niveau 1;2;9;1723,2;0;570,83;162,59;01/03/2011
3069;8;M;08M142;Affections du tissu conjonctif, niveau 2;0;22;3886,99;0;0;158,74;01/03/2011
3070;8;M;08M143;Affections du tissu conjonctif, niveau 3;0;35;5950,67;0;0;206,71;01/03/2011
3071;8;M;08M144;Affections du tissu conjonctif, niveau 4;9;54;9878,15;3927,48;0;342,32;01/03/2011
3072;8;M;08M14T;Affections du tissu conjonctif, très courte durée;0;0;581,53;0;0;0;01/03/2011
3073;8;M;08M151;Tendinites, myosites et bursites, niveau 1;0;5;1175,81;0;0;127,21;01/03/2011
3074;8;M;08M152;Tendinites, myosites et bursites, niveau 2;0;18;2829,56;0;0;159,05;01/03/2011
3075;8;M;08M153;Tendinites, myosites et bursites, niveau 3;5;29;4579,11;1749,55;0;165,46;01/03/2011
3076;8;M;08M154;Tendinites, myosites et bursites, niveau 4;0;47;7557,48;0;0;298,32;01/03/2011
3077;8;M;08M181;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1;0;9;1620,69;0;0;116,76;01/03/2011
3078;8;M;08M182;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2;0;21;3235,36;0;0;136,15;01/03/2011
3079;8;M;08M183;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3;0;31;4596,85;0;0;249,12;01/03/2011
3080;8;M;08M184;Suites de traitement après une affection de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4;7;43;7586,27;2989,42;0;325,64;01/03/2011
3081;8;M;08M191;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 1;0;7;1676,93;0;0;151,23;01/03/2011
3082;8;M;08M192;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;0;24;4250,3;0;0;151,16;01/03/2011
3083;8;M;08M193;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 3;0;32;5690,85;0;0;142,27;01/03/2011
3084;8;M;08M194;Autres pathologies de l'appareil musculosquelettique et du tissu conjonctif, niveau 4;6;58;9389,87;3699,02;0;301,01;01/03/2011
3085;8;C;08M201;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 1;0;0;1043,15;0;0;0;01/03/2011
3086;8;C;08M202;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 2;0;14;2226,22;0;0;281,06;01/03/2011
3087;8;C;08M203;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 3;0;0;3170,57;0;0;0;01/03/2011
3088;8;C;08M204;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 4;0;0;5232,8;0;0;0;01/03/2011
3089;8;C;08M211;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1;0;0;838,96;0;0;0;01/03/2011
3090;8;C;08M212;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2;0;16;2510,92;0;0;88,76;01/03/2011
3091;8;C;08M213;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3;0;28;3576,03;0;0;238,4;01/03/2011
3092;8;C;08M214;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4;0;0;5901,98;0;0;0;01/03/2011
3093;8;C;08M221;Fractures, entorses, luxations et dislocations de la main, niveau 1;0;0;808,85;0;0;0;01/03/2011
3094;8;C;08M222;Fractures, entorses, luxations et dislocations de la main, niveau 2;0;15;2517,83;0;0;96,31;01/03/2011
3095;8;C;08M223;Fractures, entorses, luxations et dislocations de la main, niveau 3;5;26;3577,25;1059,42;0;253,93;01/03/2011
3096;8;C;08M224;Fractures, entorses, luxations et dislocations de la main, niveau 4;0;0;5903,99;0;0;0;01/03/2011
3097;8;C;08M231;Fractures, entorses, luxations et dislocations du pied, niveau 1;0;3;991,84;0;0;122,21;01/03/2011
3098;8;C;08M232;Fractures, entorses, luxations et dislocations du pied, niveau 2;0;17;2944,1;0;0;103,66;01/03/2011
3099;8;C;08M233;Fractures, entorses, luxations et dislocations du pied, niveau 3;5;30;4291,63;1347,53;0;300,14;01/03/2011
3100;8;C;08M234;Fractures, entorses, luxations et dislocations du pied, niveau 4;0;0;5686,85;0;0;0;01/03/2011
3101;8;M;08M241;Tumeurs malignes primitives des os, niveau 1;0;8;2317,16;0;0;118,64;01/03/2011
3102;8;M;08M242;Tumeurs malignes primitives des os, niveau 2;0;20;4587,55;0;0;71,61;01/03/2011
3103;8;M;08M243;Tumeurs malignes primitives des os, niveau 3;0;38;5876,48;0;0;288,69;01/03/2011
3104;8;M;08M244;Tumeurs malignes primitives des os, niveau 4;0;45;9692,73;0;0;396,52;01/03/2011
3105;8;M;08M24T;Tumeurs malignes primitives des os, très courte durée;0;0;654,89;0;0;0;01/03/2011
3106;8;M;08M251;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 1;0;18;2938,08;0;0;133,27;01/03/2011
3107;8;M;08M252;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;6;34;5070,35;2132,27;0;184,19;01/03/2011
3108;8;M;08M253;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 3;5;42;6572,16;1501,81;0;182,53;01/03/2011
3109;8;M;08M254;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 4;10;59;9675,16;3103;0;306,32;01/03/2011
3110;8;M;08M25T;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, très courte durée;0;0;647,5;0;0;0;01/03/2011
3111;8;M;08M261;Fractures du rachis, niveau 1;2;9;1663,49;0;623,81;124,56;01/03/2011
3112;8;M;08M262;Fractures du rachis, niveau 2;0;22;3282,71;0;0;156,13;01/03/2011
3113;8;M;08M263;Fractures du rachis, niveau 3;6;33;5489,28;2206,57;0;137,32;01/03/2011
3114;8;M;08M264;Fractures du rachis, niveau 4;10;59;9059,61;3570,33;0;283,18;01/03/2011
3115;8;M;08M271;Sciatiques et autres radiculopathies, niveau 1;0;14;2081,74;0;0;135,03;01/03/2011
3116;8;M;08M272;Sciatiques et autres radiculopathies, niveau 2;4;21;3181,78;1100,04;0;132,77;01/03/2011
3117;8;M;08M273;Sciatiques et autres radiculopathies, niveau 3;0;30;4376,67;0;0;265,05;01/03/2011
3118;8;M;08M274;Sciatiques et autres radiculopathies, niveau 4;0;0;7223,2;0;0;0;01/03/2011
3119;8;M;08M27T;Sciatiques et autres radiculopathies, très courte durée;0;0;512,73;0;0;0;01/03/2011
3120;8;M;08M281;Autres rachialgies, niveau 1;0;13;1966,64;0;0;121,78;01/03/2011
3121;8;M;08M282;Autres rachialgies, niveau 2;0;22;3062,63;0;0;137,92;01/03/2011
3122;8;M;08M283;Autres rachialgies, niveau 3;5;30;4279,33;1216,7;0;132,52;01/03/2011
3123;8;M;08M284;Autres rachialgies, niveau 4;9;51;7062,2;2782,87;0;259,16;01/03/2011
3124;8;M;08M28T;Autres rachialgies, très courte durée;0;0;549,15;0;0;0;01/03/2011
3125;8;M;08M291;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 1;0;10;1688,64;0;0;130,41;01/03/2011
3126;8;M;08M292;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 2;0;19;2871,35;0;0;130,11;01/03/2011
3127;8;M;08M293;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 3;0;29;4184,09;0;0;129,56;01/03/2011
3128;8;M;08M294;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 4;6;50;6904,87;2720,78;0;257,56;01/03/2011
3129;8;M;08M301;Rhumatismes et raideurs articulaires, niveau 1;0;11;2003,82;0;0;101,42;01/03/2011
3130;8;M;08M302;Rhumatismes et raideurs articulaires, niveau 2;4;21;3018,05;1014,23;0;267,17;01/03/2011
3131;8;M;08M303;Rhumatismes et raideurs articulaires, niveau 3;0;21;4289,76;0;0;377,58;01/03/2011
3132;8;M;08M304;Rhumatismes et raideurs articulaires, niveau 4;0;0;7076,97;0;0;0;01/03/2011
3133;8;M;08M30T;Rhumatismes et raideurs articulaires, très courte durée;0;0;564,83;0;0;0;01/03/2011
3134;8;C;08M311;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 1;0;17;3433,38;0;0;119,49;01/03/2011
3135;8;C;08M312;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 2;4;34;5556,34;2122,96;0;113,77;01/03/2011
3136;8;C;08M313;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 3;6;50;7376,56;1820,22;0;174,82;01/03/2011
3137;8;C;08M314;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 4;12;73;11397,52;4020,96;0;290,77;01/03/2011
3138;8;C;08M31T;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, très courte durée;0;0;533,77;0;0;0;01/03/2011
3139;8;M;08M321;Ostéomyélites chroniques, niveau 1;0;15;2986,54;0;0;100,32;01/03/2011
3140;8;M;08M322;Ostéomyélites chroniques, niveau 2;0;34;4892,7;0;0;128,95;01/03/2011
3141;8;M;08M323;Ostéomyélites chroniques, niveau 3;5;42;6367,19;1474,49;0;109,68;01/03/2011
3142;8;M;08M324;Ostéomyélites chroniques, niveau 4;11;65;8889,86;2522,67;0;253,02;01/03/2011
3143;8;M;08M32T;Ostéomyélites chroniques, très courte durée;0;0;436,7;0;0;0;01/03/2011
3144;8;C;08M331;Ablation de matériel sans acte classant, niveau 1;0;4;956,04;0;0;120,48;01/03/2011
3145;8;C;08M332;Ablation de matériel sans acte classant, niveau 2;0;13;2040,33;0;0;289,17;01/03/2011
3146;8;C;08M333;Ablation de matériel sans acte classant, niveau 3;0;0;2905,82;0;0;0;01/03/2011
3147;8;C;08M334;Ablation de matériel sans acte classant, niveau 4;0;0;4795,84;0;0;0;01/03/2011
3148;8;M;08M341;Algoneurodystrophie, niveau 1;2;9;1538,16;0;547,03;125,48;01/03/2011
3149;8;M;08M342;Algoneurodystrophie, niveau 2;4;21;3282,67;1744,51;0;107,11;01/03/2011
3150;8;M;08M343;Algoneurodystrophie, niveau 3;5;34;4675,16;1392,49;0;255,63;01/03/2011
3151;8;M;08M344;Algoneurodystrophie, niveau 4;0;0;7716,02;0;0;0;01/03/2011
3152;8;M;08M35Z;Explorations et surveillance de l'appareil musculosquelettique et du tissu conjonctif;0;0;656,23;0;0;0;01/03/2011
3153;8;M;08M36T;Symptômes et autres recours aux soins de la CMD 08, très courte durée;0;0;559,77;0;0;0;01/03/2011
3154;8;M;08M36Z;Symptômes et autres recours aux soins de la CMD 08;0;10;1629,87;0;0;278,5;01/03/2011
3155;8;C;08M371;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1;0;6;1207,61;0;0;120,48;01/03/2011
